sine_sec,sine_autal_sec,cosine_sec,cosine_autal_sec
129253.14679916309,131690.1315237353,81350.89401991556,81493.32353979484
174605.5491268163,187305.35232387387,35488.43296409985,25878.102739656293
177153.0142979717,186456.56634538027,30627.94290547783,26726.8887181499
124970.89959725131,201241.2337382121,42575.3956083746,11942.221325318029
100709.68056506707,106108.11691611164,96468.74830247067,107075.33814741849
114314.14157863703,115138.80494310854,98212.74431555335,98044.6501204216
186505.39235453884,158061.71448344615,14678.876819084211,55121.740580084006
185547.3193596651,192437.54661244032,19141.789926290683,20745.90845108982
129253.14679916309,133812.09646996958,81350.89401991556,79371.35859356058
125362.76925898518,120971.74114415226,87146.03269530642,92211.71391937789
195501.1811300243,188756.1743012296,4873.739795251447,24427.280762300576
149203.23584180104,133565.3563599423,61972.50237950019,79618.09870358785
177153.0142979717,176202.04737264838,30627.94290547783,36981.407690881824
19237.850855395594,21367.69352835845,163037.60229605608,191815.76153517174
129253.14679916309,143612.62350985556,81350.89401991556,69570.8315536746
90196.73435502303,70824.28118221728,117673.25626542946,142359.1738813129
88994.3137333164,93445.42433911836,123922.1107659962,119738.03072441179
195501.1811300243,209669.87589674213,4873.739795251447,3513.5791667878493
76452.73666744391,75709.73536075647,136728.93969845274,137473.71970277367
1243.2420396866999,493.49008965892415,201360.78252465863,212689.96497387235
195501.1811300243,198230.9945262754,4873.739795251447,14952.46053725478
36097.980072685576,40267.985956444536,160332.33791466482,172915.4691070856
109271.84122600807,119363.00549637913,102999.11758770335,93820.44956715104
170923.1370039756,191796.03219597376,27501.71307780702,21387.42286755641
100709.68056506707,101439.79403439643,96468.74830247067,111743.66102913373
64069.63043311044,59977.58594542008,148907.17267574737,153205.86911811007
49055.963565799895,33122.392370055895,120916.30815702386,180061.06269347426
173650.9345761235,181699.4170240551,37458.76407477314,31484.038039475072
74041.35603093376,55111.87097568293,110759.18411423813,158071.58408784724
19237.850855395594,22117.783462841213,163037.60229605608,191065.67160068895
195501.1811300243,195576.0808119868,4873.739795251447,17607.37425154335
30298.352784805986,2210.8012554483657,181250.83192270057,210972.65380808193
106066.49275112411,90652.31642400572,93324.52794081335,122531.13863952443
98268.9544751367,81068.93055054794,93075.09057232915,132114.52451298223
88994.3137333164,84967.43415858266,123922.1107659962,128216.0209049475
80444.4149349389,171711.3773701527,117780.64633920298,41472.07769337744
46743.23132980548,71742.15439151856,155217.80956108042,141441.3006720116
129253.14679916309,148182.2404779557,81350.89401991556,65001.21458557444
46743.23132980548,39054.02461511059,155217.80956108042,174129.4304484196
1243.2420396866999,3582.666397595442,201360.78252465863,209600.78866593447
190975.0339795122,175905.96911022006,1228.2038155956923,37277.48595331012
166798.57778966622,203333.59974084728,36763.12663691454,9849.855322682937
195501.1811300243,179794.58337464498,4873.739795251447,33388.8716888852
19237.850855395594,60046.663306623275,163037.60229605608,153136.7917569069
57299.29972288957,67794.31263108287,154802.59478936758,145389.1424324473
24194.92645477835,39379.72156034649,184037.688986402,173803.73350318364
1243.2420396866999,7273.908313207284,201360.78252465863,205909.5467503229
52340.639152036,42419.559715882104,143833.24716248873,170763.89534764807
80444.4149349389,62731.20557332395,117780.64633920298,150452.24949020622
101304.39509551763,122205.44169428849,110549.64648135078,90978.01336924169
209907.76234120099,167960.9276977387,1458.1571233484633,45222.527365791444
195501.1811300243,179873.54020985356,4873.739795251447,33309.91485367657
75444.0891798643,80624.80822210333,137066.11143965897,132558.64684142682
90196.73435502303,202534.16178435902,117673.25626542946,10649.293279171095
129253.14679916309,140404.99220989726,81350.89401991556,72778.46285363291
190975.0339795122,205208.80483784544,1228.2038155956923,7974.650225684602
167039.0155607474,171069.8530840819,43439.99260889439,42113.60197944829
82256.48273633322,79815.48092200531,119475.46536992978,133367.97414152484
114960.59208499281,95409.47561493513,92560.19718426565,117773.97944859501
129253.14679916309,68425.96731275249,81350.89401991556,144757.48775077768
146002.84919290614,195191.17610994852,33921.87842728296,17992.278953581605
32978.591538703986,200856.32903617393,136734.39908565776,12327.12602735628
160792.28409970942,171553.4636997353,50726.829261131206,41629.99136379489
19237.850855395594,44127.00127727052,163037.60229605608,169056.4537862596
101798.51381486966,96514.86143825285,111055.67822419794,116668.59362527731
195501.1811300243,205258.15285985093,4873.739795251447,7925.302203679149
160792.28409970942,163105.08233240276,50726.829261131206,50078.37273112742
195501.1811300243,205771.3821583122,4873.739795251447,7412.072905218023
195501.1811300243,188627.8891832242,4873.739795251447,24555.56588030599
160121.02168422702,167131.8809280473,50302.957513511865,46051.57413548286
177153.0142979717,201912.36683748607,30627.94290547783,11271.088226044025
161196.67518653194,167842.49244492562,23164.354234878578,45340.962618604506
192082.18166508962,169470.9771711053,9708.569662128624,43712.47789242485
105640.75314915023,119076.78696874753,107205.62115519491,94106.66809478264
195501.1811300243,209314.57013830324,4873.739795251447,3868.884925226974
46743.23132980548,21150.562231534477,155217.80956108042,192032.8928319957
174605.5491268163,183880.6094663002,35488.43296409985,29302.84559722997
167039.0155607474,163756.47622287465,43439.99260889439,49426.9788406555
190975.0339795122,168809.72354583672,1228.2038155956923,44373.73151769347
90196.73435502303,76420.34687763486,117673.25626542946,136763.10818589528
80444.4149349389,57747.045481169465,117780.64633920298,155436.4095823607
195501.1811300243,165809.35393830124,4873.739795251447,47374.101125228895
177896.2736371125,174238.00596643589,34112.90944855608,38945.449097094286
98268.9544751367,135845.23497659393,93075.09057232915,77338.22008693626
46743.23132980548,45429.78905821424,155217.80956108042,167753.66600531593
177153.0142979717,171819.9430185647,30627.94290547783,41363.512044965464
109271.84122600807,118079.95692423746,102999.11758770335,95103.49813929271
106066.49275112411,108891.33548761456,93324.52794081335,104292.11957591561
125994.10286748974,103236.06203539473,79418.360284542,109947.39302813541
24194.92645477835,76874.34868008504,184037.688986402,136309.10638344512
101304.39509551763,95182.46484410585,110549.64648135078,118000.99021942432
62386.63401143135,45143.57053058271,134745.91684318654,168039.88453294744
177896.2736371125,181867.210168478,34112.90944855608,31316.24489505219
36097.980072685576,15692.661128127682,160332.33791466482,197490.7939354024
195501.1811300243,197017.03318494148,4873.739795251447,16166.421878588722
100709.68056506707,85480.64371783487,96468.74830247067,127702.81134569529
119229.84651566039,80930.75608893276,93260.05667850532,132252.69897459738
114960.59208499281,117912.17364941892,92560.19718426565,95271.28141411123
19237.850855395594,365.18523244465996,163037.60229605608,212818.26983108313
109271.84122600807,118099.6862634353,102999.11758770335,95083.76880009488
167039.0155607474,175728.30636139607,43439.99260889439,37455.14870213409
52340.639152036,62987.815287752295,143833.24716248873,150195.63977577788
80444.4149349389,88826.42974019986,117780.64633920298,124357.02532333028
167684.98983220133,157252.41679216104,37484.886456370994,55931.03827136911
167039.0155607474,165325.74332264793,43439.99260889439,47857.711740882245
160792.28409970942,158604.54272550603,50726.829261131206,54578.91233802413
82522.1295670465,119925.56307763679,111257.19465050242,93257.89198589338
129253.14679916309,131127.5640728733,81350.89401991556,82055.89099065687
151921.13803287482,173142.47000831075,46921.59839727767,40040.985055219404
186505.39235453884,196030.0727448325,14678.876819084211,17153.382318697677
36097.980072685576,25137.87253997024,160332.33791466482,188045.58252355992
174605.5491268163,171997.59589778437,35488.43296409985,41185.8591657458
129253.14679916309,123893.15391647912,81350.89401991556,89290.30114705104
174605.5491268163,153304.57503172534,35488.43296409985,59878.88003180481
174605.5491268163,179301.11302419475,35488.43296409985,33882.342039335424
82256.48273633322,80693.88558330659,119475.46536992978,132489.56948022358
147155.77907237003,151962.2890939684,51445.20429106893,61221.16596956174
195501.1811300243,210676.57554565358,4873.739795251447,2506.879517876667
186505.39235453884,202879.58806879286,14678.876819084211,10303.866994737227
49055.963565799895,26272.88691569981,120916.30815702386,186910.56814783032
46743.23132980548,51864.761258120176,155217.80956108042,161318.69380540997
177153.0142979717,182972.59599179553,30627.94290547783,30210.8590717346
10863.45823440488,4490.670002495674,196622.46148685124,208692.78506103434
90196.73435502303,106601.59713616614,117673.25626542946,106581.857927364
190975.0339795122,195635.29843839328,1228.2038155956923,17548.156625136948
174605.5491268163,172234.46640341045,35488.43296409985,40948.98866011967
195501.1811300243,174840.04196529812,4873.739795251447,38343.413098232064
185547.3193596651,190157.66799578868,19141.789926290683,23025.787067741476
101798.51381486966,102416.8848701043,111055.67822419794,110766.57019342585
100709.68056506707,56848.91148067034,96468.74830247067,156334.54358285983
133038.88207146252,119441.95246198344,78637.06741182819,93741.50260154672
82256.48273633322,67054.08243139669,119475.46536992978,146129.37263213348
177153.0142979717,182261.9844749173,30627.94290547783,30921.470588612872
64069.63043311044,60451.33682627665,148907.17267574737,152732.1182372535
129253.14679916309,160233.0373212901,81350.89401991556,52950.41774224009
174605.5491268163,192042.77230600113,35488.43296409985,21140.682757529023
19237.850855395594,183564.78212546534,163037.60229605608,29618.672938064847
167039.0155607474,187344.84061108253,43439.99260889439,25838.614452447666
24194.92645477835,27930.98045508284,184037.688986402,185252.4746084473
52340.639152036,24407.531683893947,143833.24716248873,188775.9233796362
190975.0339795122,210321.25991761018,1228.2038155956923,2862.1951459202915
109271.84122600807,119511.04956239538,102999.11758770335,93672.40550113481
174605.5491268163,192773.1131620774,35488.43296409985,20410.341901452783
57299.29972288957,85717.51422346101,154802.59478936758,127465.94084006916
90475.63675631072,128354.21510577139,115153.24873095,84829.23995775875
74041.35603093376,74584.59058942785,110759.18411423813,138598.8644741023
177153.0142979717,162917.56971838637,30627.94290547783,50265.88534514378
129253.14679916309,156225.9680648435,81350.89401991556,56957.48699868669
46743.23132980548,61349.46095717148,155217.80956108042,151833.99410635867
174605.5491268163,172155.51943780607,35488.43296409985,41027.93562572412
115616.07119836124,127979.16026892573,97235.74369439496,85204.29479460442
103155.39343099951,100462.70319868867,108552.86033007984,112720.75186484148
185547.3193596651,208979.00358866618,19141.789926290683,4204.451474864081
167039.0155607474,183288.42333263057,43439.99260889439,29895.031730899602
109271.84122600807,117724.64129619395,102999.11758770335,95458.81376733624
174605.5491268163,205652.95677510338,35488.43296409985,7530.49828842685
100709.68056506707,101706.27335322586,96468.74830247067,111477.1817103043
166798.57778966622,168632.06079701282,36763.12663691454,44551.394266517316
167039.0155607474,185331.44131326026,43439.99260889439,27852.01375026989
177153.0142979717,191490.06458993568,30627.94290547783,21693.390473594463
74041.35603093376,77802.08162418302,110759.18411423813,135381.37343934714
125904.43797781922,100334.38847187003,73212.34119593161,112849.06659166011
192082.18166508962,159838.24327564228,9708.569662128624,53345.21178788791
19237.850855395594,9830.116113880666,163037.60229605608,203353.3389496496
185547.3193596651,182735.73535577388,19141.789926290683,30447.7197077563
160792.28409970942,131403.92286570815,50726.829261131206,81779.532197822
177153.0142979717,195457.65542877803,30627.94290547783,17725.799634752177
36097.980072685576,45252.136178994704,160332.33791466482,167931.31888453546
177153.0142979717,194302.90184424634,30627.94290547783,18880.55321928384
190975.0339795122,190295.84245740395,1228.2038155956923,22887.61260612618
174686.90763980962,210114.00809479112,38432.152153930416,3069.4469687388155
46743.23132980548,47383.97072962999,155217.80956108042,165799.48433390015
195501.1811300243,205495.0332350814,4873.739795251447,7688.421828448661
10863.45823440488,6109.285124274329,196622.46148685124,207074.1699392558
147155.77907237003,160608.06254932273,51445.20429106893,52575.3925142074
160792.28409970942,159769.16591443887,50726.829261131206,53414.28914909133
82256.48273633322,78413.99709705057,119475.46536992978,134769.45796647962
177153.0142979717,200856.32903617393,30627.94290547783,12327.12602735628
76452.73666744391,76292.0420204207,136728.93969845274,136891.41304310944
103155.39343099951,119757.77980281832,108552.86033007984,93425.67526071185
72374.96934246359,68534.53296116453,140625.69728678957,144648.9221023656
177153.0142979717,199178.4864183844,30627.94290547783,14004.968645145778
129253.14679916309,142832.91489256528,81350.89401991556,70350.5401709649
170923.1370039756,182548.2030025488,27501.71307780702,30635.252060981336
174605.5491268163,169224.24693068248,35488.43296409985,43959.20813284769
82256.48273633322,65928.95739927689,119475.46536992978,147254.4976642533
80444.4149349389,78196.86580022659,117780.64633920298,134986.58926330355
167039.0155607474,156107.5328120304,43439.99260889439,57075.922251499745
88994.3137333164,72423.15709519378,123922.1107659962,140760.29796833638
167039.0155607474,165345.49240105442,43439.99260889439,47837.96266247577
1243.2420396866999,11537.57741447786,201360.78252465863,201645.8776490523
46743.23132980548,66412.56801493028,155217.80956108042,146770.8870485999
100709.68056506707,113934.71320617557,96468.74830247067,99248.74185735459
101304.39509551763,96060.86950540706,110549.64648135078,117122.5855581231
190975.0339795122,202425.58626634287,1228.2038155956923,10757.86879718733
195501.1811300243,197609.22918821542,4873.739795251447,15574.22587531473
19237.850855395594,4549.88762890224,163037.60229605608,208633.56743462812
90196.73435502303,94550.81016243604,117673.25626542946,118632.64490109414
190975.0339795122,175738.1858354015,1228.2038155956923,37445.269228128636
19237.850855395594,375.04496724133554,163037.60229605608,212808.41009628685
101798.51381486966,95014.69143889162,111055.67822419794,118168.76362463854
113665.79291567582,116303.41826243702,98663.71416726726,96880.03680109313
98268.9544751367,71515.15349029351,93075.09057232915,141668.30157323665
19237.850855395594,868.5153176915035,163037.60229605608,212314.93974583788
101798.51381486966,111773.26984233705,111055.67822419794,101410.18522119314
90196.73435502303,167694.44837890926,117673.25626542946,45489.00668462087
173494.563470297,143010.5776413891,8586.656141524323,70172.87742214104
192082.18166508962,211505.61244574035,9708.569662128624,1677.8426177896422
98268.9544751367,47166.83943280602,93075.09057232915,166016.61563072412
109271.84122600807,144165.3114867123,102999.11758770335,69018.14357681788
46743.23132980548,34435.04975540075,155217.80956108042,178748.40530812938
114960.59208499281,144066.6154427014,92560.19718426565,69116.83962082877
193379.0777659699,208623.69783022665,16404.820731935866,4559.757233303398
124448.51876017192,61971.246034440104,36740.16172820937,151212.20902909007
174605.5491268163,168809.72354583672,35488.43296409985,44373.73151769347
177153.0142979717,199257.45312319745,30627.94290547783,13926.001940332719
30298.352784805986,27200.629729402324,181250.83192270057,185982.82533412782
190975.0339795122,173369.47090953574,1228.2038155956923,39813.98415399441
177153.0142979717,173783.9942943815,30627.94290547783,39399.460769148696
167039.0155607474,169540.06440191303,43439.99260889439,43643.39066161712
195501.1811300243,187759.354126324,4873.739795251447,25424.10093720619
167039.0155607474,176261.26499905493,43439.99260889439,36922.190064475224
101304.39509551763,109276.2599288614,110549.64648135078,103907.19513466876
167039.0155607474,173014.16515109647,43439.99260889439,40169.289912433684
192082.18166508962,191884.8487659794,9708.569662128624,21298.606297550716
142781.58588619644,158180.14973625922,67307.28276093311,55003.30532727094
106066.49275112411,115839.53698598144,93324.52794081335,97343.91807754873
62386.63401143135,45262.00578339572,134745.91684318654,167921.44928013443
100709.68056506707,151666.2009619358,96468.74830247067,61517.25410159435
106066.49275112411,103009.06113416963,93324.52794081335,110174.39392936052
82256.48273633322,208623.69783022665,119475.46536992978,4559.757233303398
113665.79291567582,118948.48211153319,98663.71416726726,94234.97295199694
172061.51721105014,181896.8091120768,36317.842309256106,31286.645951453327
129253.14679916309,132183.62161339403,81350.89401991556,80999.83345013612
160792.28409970942,168947.8881378477,50726.829261131206,44235.56692568243
167039.0155607474,164782.92495019222,43439.99260889439,48400.53011333792
170923.1370039756,183831.25157469037,27501.71307780702,29352.20348883978
190975.0339795122,204399.5071465606,1228.2038155956923,8783.94791696947
193379.0777659699,184028.64366271225,16404.820731935866,29154.81140081792
174605.5491268163,179103.72093617287,35488.43296409985,34079.734127357246
170923.1370039756,174504.47541566106,27501.71307780702,38678.97964786909
129253.14679916309,134512.83838244696,81350.89401991556,78670.61668108321
22400.152162470356,927.7428137023454,133030.0405898582,212255.71224982743
98268.9544751367,62997.684892153375,93075.09057232915,150185.77017137676
170923.1370039756,162088.5032094861,27501.71307780702,51094.95185404403
146002.84919290614,203284.2517188417,33921.87842728296,9899.20334468839
167039.0155607474,180929.58788077012,43439.99260889439,32253.86718276
52340.639152036,39202.06868112689,143833.24716248873,173981.38638240326
112393.93191643561,77397.42784373838,38853.012979954015,135786.02721979178
129253.14679916309,152347.2135352154,81350.89401991556,60836.24152831477
167039.0155607474,139763.4777934308,43439.99260889439,73419.97727009936
52340.639152036,108920.95417042216,143833.24716248873,104262.50089310798
177153.0142979717,211387.17719292795,30627.94290547783,1796.277870602707
170923.1370039756,149554.1154897071,27501.71307780702,63629.33957382305
186505.39235453884,179370.1903853981,14678.876819084211,33813.26467813205
101304.39509551763,99969.22297863413,110549.64648135078,113214.23208489604
46743.23132980548,28256.67740031886,155217.80956108042,184926.77766321128
149203.23584180104,158387.42129828635,61972.50237950019,54796.03376524379
144212.53201639734,155160.0507895259,67295.75640786132,58023.40427400427
124970.89959725131,206807.68075082204,42575.3956083746,6375.774312708166
161196.67518653194,118780.6988367147,23164.354234878578,94402.75622681547
177153.0142979717,195674.7867256019,30627.94290547783,17508.668337928208
149203.23584180104,131887.53348136143,61972.50237950019,81295.92158216874
90196.73435502303,76686.82619646429,117673.25626542946,136496.62886706588
19237.850855395594,200362.83894651517,163037.60229605608,12820.616117015006
57299.29972288957,68208.82614632422,154802.59478936758,144974.62891720593
88994.3137333164,68445.71639115908,123922.1107659962,144737.73867237108
195501.1811300243,205652.94690549897,4873.739795251447,7530.508158031088
100709.68056506707,151488.55795232058,96468.74830247067,61694.897111209575
167039.0155607474,170240.81618399476,43439.99260889439,42942.63887953543
124448.51876017192,191667.71746915544,36740.16172820937,21515.737594374685
19237.850855395594,1253.4298893339947,163037.60229605608,211930.02517419573
52340.639152036,108950.56298362541,143833.24716248873,104232.89207990475
195501.1811300243,179557.71286901887,4873.739795251447,33625.742194511324
46743.23132980548,40761.456306894695,155217.80956108042,172421.99875663547
52340.639152036,36330.003930805535,143833.24716248873,176853.45113272461
195501.1811300243,196730.81465730973,4873.739795251447,16452.640406220427
100709.68056506707,137414.50207636718,96468.74830247067,75768.952987163
195501.1811300243,205110.1087938347,4873.739795251447,8073.34626969551
19237.850855395594,7224.56029120183,163037.60229605608,205958.89477232847
167684.98983220133,176577.09233988967,37484.886456370994,36606.36272364047
62386.63401143135,44521.77558370972,134745.91684318654,168661.67947982045
72374.96934246359,68731.93491879066,140625.69728678957,144451.52014473948
36097.980072685576,36073.404085981565,160332.33791466482,177110.05097754858
129253.14679916309,133881.18370077718,81350.89401991556,79302.27136275297
167039.0155607474,180445.97726511673,43439.99260889439,32737.477798413405
81243.37560264401,121761.31936584371,130613.52359081192,91422.13569768643
124970.89959725131,96337.19868942887,42575.3956083746,116846.25637410126
167039.0155607474,169540.06440191303,43439.99260889439,43643.39066161712
174605.5491268163,169066.32339066078,35488.43296409985,44117.13167286938
69367.69325076939,72472.4952475948,133959.27193758747,140710.95981593538
190975.0339795122,191934.18691838044,1228.2038155956923,21249.26814514974
185547.3193596651,197668.43694501772,19141.789926290683,15515.018118512446
19237.850855395594,325.69694523591505,163037.60229605608,212857.75811829366
101304.39509551763,119422.21325318128,110549.64648135078,93761.24181034887
62386.63401143135,31691.299731897925,134745.91684318654,181492.15533163224
177153.0142979717,183387.1193766415,30627.94290547783,29796.33568688869
10863.45823440488,1362.0054073503509,196622.46148685124,211821.44965617987
195501.1811300243,189526.013314119,4873.739795251447,23657.441749411162
190975.0339795122,198023.742703457,1228.2038155956923,15159.712360073181
195501.1811300243,198418.5268795006,4873.739795251447,14764.928184029552
167039.0155607474,174277.47451443583,43439.99260889439,38905.980549094274
100709.68056506707,151439.20993031515,96468.74830247067,61744.24513321503
153144.19301404007,86309.68061792207,44917.55556453783,126873.77444560807
129253.14679916309,100452.83359428754,81350.89401991556,112730.62146924263
160121.02168422702,146494.5479949737,50302.957513511865,66688.90706855647
124970.89959725131,201172.14650740454,42575.3956083746,12011.30855612564
129253.14679916309,123064.09727718323,81350.89401991556,90119.35778634691
195501.1811300243,197421.69683499046,4873.739795251447,15761.758228539644
167039.0155607474,173655.6993067716,43439.99260889439,39527.75575675859
129253.14679916309,94738.33264605686,81350.89401991556,118445.12241747328
112393.93191643561,78502.83340626476,38853.012979954015,134680.62165726538
19237.850855395594,33013.81685203955,163037.60229605608,180169.6382114906
193379.0777659699,211703.00453376194,16404.820731935866,1480.4505297677065
147155.77907237003,159206.57872436816,51445.20429106893,53976.87633916203
195501.1811300243,177287.70385676814,4873.739795251447,35895.75120676201
46743.23132980548,21357.814054352944,155217.80956108042,191825.64100917726
167039.0155607474,169609.16150232498,43439.99260889439,43574.2935612052
80444.4149349389,65692.07702404643,117780.64633920298,147491.3780394837
149203.23584180104,137345.41484555948,61972.50237950019,75838.04021797067
167039.0155607474,160992.9869905696,43439.99260889439,52190.46807296055
75444.0891798643,95389.72653652867,137066.11143965897,117793.72852700148
195501.1811300243,200027.27239687805,4873.739795251447,13156.182666652045
75444.0891798643,93465.16354792051,137066.11143965897,119718.29151560964
177153.0142979717,174672.26856008382,30627.94290547783,38511.18650344634
177153.0142979717,170309.90341480233,30627.94290547783,42873.55164872783
129253.14679916309,131670.40218453744,81350.89401991556,81513.05287899272
69367.69325076939,69570.83155367452,133959.27193758747,143612.62350985565
19237.850855395594,24368.0433966852,163037.60229605608,188815.411666845
82256.48273633322,62770.68399092832,119475.46536992978,150412.77107260184
170923.1370039756,162572.1138251395,27501.71307780702,50611.34123839063
46743.23132980548,44738.9068805337,155217.80956108042,168444.54818299643
129253.14679916309,133476.52992033254,81350.89401991556,79706.92514319762
113665.79291567582,123172.66292559516,98663.71416726726,90010.79213793499
62386.63401143135,36418.840240019745,134745.91684318654,176764.61482351043
106066.49275112411,99574.43880259058,93324.52794081335,113609.01626093958
129253.14679916309,160479.76756171303,81350.89401991556,52703.68750181713
160792.28409970942,143346.14419102616,50726.829261131206,69837.310872504
46743.23132980548,31957.77905072735,155217.80956108042,181225.67601280278
1243.2420396866999,16640.143150632262,201360.78252465863,196543.31191289783
101798.51381486966,94906.11592087538,111055.67822419794,118277.33914265478
190975.0339795122,198033.60243825373,1228.2038155956923,15149.852625276471
195501.1811300243,194273.29303104297,4873.739795251447,18910.162032487187
177153.0142979717,174159.04913122728,30627.94290547783,39024.405932302914
177153.0142979717,199158.7570791865,30627.94290547783,14024.697984343624
19237.850855395594,10461.770795550307,163037.60229605608,202721.6842679799
129253.14679916309,131601.31495372983,81350.89401991556,81582.14010980031
52340.639152036,36093.133425179345,143833.24716248873,177090.3216383508
177153.0142979717,199267.3128579942,30627.94290547783,13916.142205536009
